accuracy,precision,detection_rate,f1,far,model,mode,split
0.8134277675366256,0.8056535488650912,0.8134277675366256,0.7830156855015569,0.024002074129312018,cnn,multiclass,stratified
0.8006597458038226,0.788489169516535,0.8006597458038226,0.7865113556302984,0.024745405629841625,lstm,multiclass,stratified
0.8221985058697973,0.8179308117548015,0.8221985058697973,0.8031488919944886,0.022300635273108292,cnn_lstm,multiclass,stratified
